16777216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;65536;16384;16384;65536;16384;262144;16384;65536;262144;65536;0;16384;65536;65536;147456;4096;200704;102400;36864;200704;102400;36864;102400;102400;102400;102400;4096;200704;102400;36864;36864;0;0;65536;65536;0;147456;147456;65536;65536;65536;16384;16384;16384;65536;16384;0;102400;200704;4096;4096;102400;4096;36864;102400;102400;4096;36864;200704;102400;4096;200704;4096;102400;36864;4096;36864;4096;4096;36864;4096;36864;36864;102400;102400;4096;4096;102400;4096;65536;0;0;65536;147456;0;65536;147456;0;65536;147456;147456;0;16384;65536;16384;200704;200704;102400;36864;36864;4096;4096;4096;200704;4096;4096;36864;4096;102400;200704;4096;65536;0;16384;16384;16384;0;147456;65536;65536;0;65536;0;65536;147456;147456;0;200704;4096;4096;36864;36864;102400;4096;102400;36864;4096;102400;36864;200704;36864;36864;4096;16384;65536;65536;147456;147456;16384;147456;16384;0;16384;65536;16384;16384;147456;65536;65536;4096;102400;4096;4096;4096;36864;36864;4096;200704;200704;4096;102400;200704;200704;4096;102400;65536;16384;0;16384;65536;0;147456;147456;16384;0;0;16384;0;262144;65536;65536;65536;16384;262144;147456;147456;16384;65536;0;147456;65536;65536;147456;147456;16384;147456;147456;200704;102400;4096;200704;102400;36864;102400;36864;36864;102400;36864;200704;102400;4096;102400;36864;147456;65536;0;16384;65536;65536;65536;65536;65536;147456;0;16384;65536;0;147456;16384;36864;4096;36864;36864;4096;4096;36864;4096;4096;4096;4096;102400;4096;36864;200704;102400;
0;32768;102400;53248;40960;81920;69632;102400;69632;69632;32768;32768;102400;20480;40960;65536;75776;59392;34816;59392;92160;51200;133120;59392;92160;34816;34816;34816;51200;59392;92160;51200;102400;102400;40960;40960;20480;69632;40960;81920;40960;40960;53248;102400;73728;81920;53248;102400;34816;92160;18432;100352;59392;51200;133120;92160;34816;100352;51200;59392;92160;34816;51200;75776;34816;100352;34816;108544;34816;75776;92160;18432;92160;133120;34816;34816;75776;51200;59392;100352;32768;32768;53248;53248;32768;73728;69632;69632;102400;53248;40960;40960;102400;102400;40960;81920;51200;59392;18432;34816;133120;108544;100352;108544;59392;75776;100352;75776;34816;92160;59392;34816;53248;20480;81920;81920;102400;53248;40960;32768;40960;73728;53248;102400;32768;40960;69632;102400;51200;34816;133120;51200;100352;26624;34816;18432;51200;100352;92160;59392;59392;92160;133120;75776;73728;81920;69632;69632;81920;32768;69632;53248;102400;53248;81920;73728;53248;36864;40960;40960;34816;34816;34816;100352;75776;108544;51200;59392;51200;51200;108544;59392;59392;51200;75776;92160;69632;102400;40960;32768;69632;53248;40960;40960;81920;40960;102400;102400;32768;81920;69632;53248;32768;73728;69632;53248;65536;81920;69632;53248;69632;69632;81920;40960;69632;69632;32768;81920;51200;34816;100352;51200;34816;92160;92160;92160;100352;34816;100352;51200;34816;51200;92160;100352;69632;69632;73728;131072;53248;69632;32768;81920;40960;32768;102400;102400;81920;32768;69632;102400;100352;34816;92160;75776;100352;34816;92160;34816;34816;133120;59392;59392;75776;34816;51200;34816;
0;32768;102400;53248;40960;81920;69632;102400;69632;69632;32768;32768;102400;20480;40960;65536;75776;59392;34816;59392;92160;51200;133120;59392;92160;34816;34816;34816;51200;59392;92160;51200;102400;102400;40960;40960;20480;69632;40960;81920;40960;40960;53248;102400;73728;81920;53248;102400;34816;92160;18432;100352;59392;51200;133120;92160;34816;100352;51200;59392;92160;34816;51200;75776;34816;100352;34816;108544;34816;75776;92160;18432;92160;133120;34816;34816;75776;51200;59392;100352;32768;32768;53248;53248;32768;73728;69632;69632;102400;53248;40960;40960;102400;102400;40960;81920;51200;59392;18432;34816;133120;108544;100352;108544;59392;75776;100352;75776;34816;92160;59392;34816;53248;20480;81920;81920;102400;53248;40960;32768;40960;73728;53248;102400;32768;40960;69632;102400;51200;34816;133120;51200;100352;26624;34816;18432;51200;100352;92160;59392;59392;92160;133120;75776;73728;81920;69632;69632;81920;32768;69632;53248;102400;53248;81920;73728;53248;36864;40960;40960;34816;34816;34816;100352;75776;108544;51200;59392;51200;51200;108544;59392;59392;51200;75776;92160;69632;102400;40960;32768;69632;53248;40960;40960;81920;40960;102400;102400;32768;81920;69632;53248;32768;73728;69632;53248;65536;81920;69632;53248;69632;69632;81920;40960;69632;69632;32768;81920;51200;34816;100352;51200;34816;92160;92160;92160;100352;34816;100352;51200;34816;51200;92160;100352;69632;69632;73728;131072;53248;69632;32768;81920;40960;32768;102400;102400;81920;32768;69632;102400;100352;34816;92160;75776;100352;34816;92160;34816;34816;133120;59392;59392;75776;34816;51200;34816;
0;36864;75776;63488;71680;59392;63488;75776;67584;63488;77824;45056;75776;43008;71680;67584;70656;58368;37888;62464;74752;66560;84992;72704;101376;60416;60416;52224;62464;95232;84992;44032;63488;83968;71680;51200;63488;47104;61440;77824;71680;71680;34816;79872;36864;86016;26624;79872;70656;74752;39936;72704;72704;35840;84992;101376;37888;66560;44032;48128;58368;33792;62464;70656;70656;62464;58368;66560;41984;70656;84992;39936;84992;84992;60416;80896;70656;46080;72704;76800;36864;32768;34816;34816;71680;67584;96256;71680;83968;67584;61440;45056;79872;67584;71680;83968;62464;58368;68608;72704;84992;80896;80896;76800;58368;33792;80896;84992;58368;70656;58368;58368;71680;63488;83968;71680;79872;75776;61440;77824;71680;71680;67584;92160;36864;61440;71680;63488;62464;58368;78848;70656;62464;41984;35840;68608;44032;80896;101376;80896;58368;74752;84992;101376;36864;61440;67584;59392;71680;51200;71680;26624;63488;34816;77824;86016;26624;63488;71680;71680;58368;37888;35840;76800;101376;76800;44032;72704;62464;62464;76800;68608;58368;66560;33792;58368;96256;79872;43008;43008;96256;38912;61440;61440;83968;43008;83968;63488;32768;61440;96256;71680;36864;36864;63488;83968;67584;71680;67584;34816;71680;96256;86016;61440;71680;63488;71680;71680;62464;78848;66560;58368;70656;70656;101376;84992;80896;60416;80896;39936;78848;37888;101376;80896;71680;67584;71680;71680;71680;83968;77824;86016;71680;71680;63488;96256;61440;57344;71680;75776;62464;41984;84992;56320;76800;44032;84992;35840;58368;78848;72704;72704;33792;37888;62464;70656;
0;77824;26624;30720;51200;30720;104448;26624;59392;104448;77824;28672;26624;141312;51200;153600;15360;76800;105472;15360;68608;117760;25600;119808;33792;140288;140288;17408;138240;56320;25600;91136;14336;18432;165888;120832;30720;63488;176128;77824;165888;165888;75776;38912;77824;61440;43008;38912;39936;68608;21504;21504;119808;58368;25600;33792;105472;27648;91136;54272;35840;52224;138240;15360;39936;15360;27648;19456;44032;39936;25600;21504;25600;25600;140288;103424;15360;23552;119808;25600;77824;32768;34816;75776;51200;22528;47104;153600;18432;157696;176128;77824;38912;18432;165888;22528;138240;76800;74752;201728;25600;29696;29696;25600;76800;52224;29696;25600;27648;39936;76800;27648;96256;30720;22528;34816;30720;18432;176128;77824;165888;34816;157696;43008;77824;53248;153600;14336;138240;27648;23552;39936;15360;109568;33792;74752;91136;29696;33792;54272;76800;68608;25600;33792;77824;53248;59392;67584;51200;38912;153600;43008;14336;75776;77824;20480;43008;178176;165888;51200;27648;105472;33792;25600;33792;33792;91136;21504;138240;138240;25600;74752;76800;76800;52224;35840;47104;30720;30720;63488;47104;30720;176128;176128;22528;30720;18432;22528;32768;53248;47104;96256;77824;77824;104448;215040;153600;18432;59392;34816;153600;47104;20480;110592;153600;22528;51200;51200;138240;171008;27648;142336;39936;15360;33792;25600;29696;140288;29696;54272;171008;105472;33792;29696;153600;59392;34816;18432;96256;75776;77824;20480;51200;51200;14336;47104;53248;40960;153600;26624;15360;44032;25600;21504;25600;50176;25600;33792;27648;23552;21504;193536;52224;105472;138240;39936;
0;36864;75776;63488;71680;59392;63488;75776;67584;63488;77824;45056;75776;43008;71680;67584;70656;58368;37888;62464;74752;66560;84992;72704;101376;60416;60416;52224;62464;95232;84992;44032;63488;83968;71680;51200;63488;47104;61440;77824;71680;71680;34816;79872;36864;86016;26624;79872;70656;74752;39936;72704;72704;35840;84992;101376;37888;66560;44032;48128;58368;33792;62464;70656;70656;62464;58368;66560;41984;70656;84992;39936;84992;84992;60416;80896;70656;46080;72704;76800;36864;32768;34816;34816;71680;67584;96256;71680;83968;67584;61440;45056;79872;67584;71680;83968;62464;58368;68608;72704;84992;80896;80896;76800;58368;33792;80896;84992;58368;70656;58368;58368;71680;63488;83968;71680;79872;75776;61440;77824;71680;71680;67584;92160;36864;61440;71680;63488;62464;58368;78848;70656;62464;41984;35840;68608;44032;80896;101376;80896;58368;74752;84992;101376;36864;61440;67584;59392;71680;51200;71680;26624;63488;34816;77824;86016;26624;63488;71680;71680;58368;37888;35840;76800;101376;76800;44032;72704;62464;62464;76800;68608;58368;66560;33792;58368;96256;79872;43008;43008;96256;38912;61440;61440;83968;43008;83968;63488;32768;61440;96256;71680;36864;36864;63488;83968;67584;71680;67584;34816;71680;96256;86016;61440;71680;63488;71680;71680;62464;78848;66560;58368;70656;70656;101376;84992;80896;60416;80896;39936;78848;37888;101376;80896;71680;67584;71680;71680;71680;83968;77824;86016;71680;71680;63488;96256;61440;57344;71680;75776;62464;41984;84992;56320;76800;44032;84992;35840;58368;78848;72704;72704;33792;37888;62464;70656;
0;77824;26624;30720;51200;30720;104448;26624;59392;104448;77824;28672;26624;141312;51200;153600;15360;76800;105472;15360;68608;117760;25600;119808;33792;140288;140288;17408;138240;56320;25600;91136;14336;18432;165888;120832;30720;63488;176128;77824;165888;165888;75776;38912;77824;61440;43008;38912;39936;68608;21504;21504;119808;58368;25600;33792;105472;27648;91136;54272;35840;52224;138240;15360;39936;15360;27648;19456;44032;39936;25600;21504;25600;25600;140288;103424;15360;23552;119808;25600;77824;32768;34816;75776;51200;22528;47104;153600;18432;157696;176128;77824;38912;18432;165888;22528;138240;76800;74752;201728;25600;29696;29696;25600;76800;52224;29696;25600;27648;39936;76800;27648;96256;30720;22528;34816;30720;18432;176128;77824;165888;34816;157696;43008;77824;53248;153600;14336;138240;27648;23552;39936;15360;109568;33792;74752;91136;29696;33792;54272;76800;68608;25600;33792;77824;53248;59392;67584;51200;38912;153600;43008;14336;75776;77824;20480;43008;178176;165888;51200;27648;105472;33792;25600;33792;33792;91136;21504;138240;138240;25600;74752;76800;76800;52224;35840;47104;30720;30720;63488;47104;30720;176128;176128;22528;30720;18432;22528;32768;53248;47104;96256;77824;77824;104448;215040;153600;18432;59392;34816;153600;47104;20480;110592;153600;22528;51200;51200;138240;171008;27648;142336;39936;15360;33792;25600;29696;140288;29696;54272;171008;105472;33792;29696;153600;59392;34816;18432;96256;75776;77824;20480;51200;51200;14336;47104;53248;40960;153600;26624;15360;44032;25600;21504;25600;50176;25600;33792;27648;23552;21504;193536;52224;105472;138240;39936;
0;52224;69632;58368;73728;67584;61440;69632;61440;61440;65536;73728;53248;56320;73728;60416;72192;54784;56832;76288;69120;65024;72192;68096;78336;51712;67072;71168;60928;72192;76288;52736;81920;72704;66560;55296;66560;50176;47104;81920;66560;66560;57344;69632;57344;66560;52224;65536;74240;69120;72192;75264;68096;53760;72192;78336;56832;62976;52736;52736;58880;68096;60928;72192;74240;67072;59904;67072;61952;55808;76288;72192;76288;72192;51712;72192;72192;56832;68096;77312;52224;67584;69632;52224;67584;73728;78848;72704;72704;64512;47104;53248;65536;64512;66560;71680;60928;72192;68096;65024;72192;57856;71168;79360;72192;53760;71168;56832;65024;61952;72192;65024;77824;66560;71680;56320;71680;65536;47104;65536;66560;72704;64512;72704;52224;67584;72704;81920;60928;59904;66048;67072;67072;56832;55808;68096;52736;71168;78336;76288;54784;64000;72192;69120;57344;60416;61440;56320;62464;70656;72704;52224;81920;57344;81920;63488;52224;61440;66560;73728;59904;56832;55808;75264;69120;67072;52736;60928;60928;60928;79360;79360;72192;60928;53760;58880;78848;71680;61440;58368;78848;54272;47104;47104;71680;61440;72704;64512;67584;72704;78848;77824;52224;57344;61440;52224;60416;78848;61440;69632;72704;78848;75776;65536;72704;75776;67584;62464;60928;59904;62976;61952;74240;76288;78336;76288;69120;67072;69120;52736;59904;56832;78336;69120;72704;61440;72704;67584;77824;69632;65536;75776;73728;67584;81920;63488;60416;61440;72704;53248;67072;61952;76288;67072;77312;65024;76288;55808;59904;66048;60928;48640;53760;52736;60928;74240;
0;54272;71680;9216;53248;55296;161792;71680;55296;161792;32768;24576;63488;35840;53248;144384;13824;125440;33280;46592;82432;107008;54784;185856;69120;46592;170496;23040;160256;54784;42496;53760;116736;11264;142336;30720;17408;91136;71680;40960;142336;142336;34816;38912;28672;64512;39936;34816;44544;82432;17920;18944;185856;32256;54784;69120;33280;23040;53760;102912;39424;26112;160256;13824;44544;47616;13824;47616;28160;87552;42496;17920;42496;54784;46592;46592;13824;25088;185856;98816;54272;22528;22528;64512;30720;12288;70656;142336;11264;125952;71680;106496;34816;27648;142336;43008;160256;91648;38400;135680;54784;73216;51712;88576;91648;48640;51712;41472;20992;60928;91648;20992;30720;17408;43008;74752;61440;18432;71680;32768;142336;46080;125952;44032;54272;124928;142336;116736;160256;13824;15872;39424;47616;41472;30208;38400;53760;51712;69120;54784;125440;54784;54784;66048;28672;37888;55296;117760;60416;19456;142336;39936;116736;34816;40960;63488;39936;161792;142336;53248;13824;33280;30208;68096;66048;64000;53760;12800;160256;160256;88576;39424;91648;94720;48640;39424;70656;61440;24576;48128;70656;29696;71680;71680;43008;24576;11264;44032;22528;99328;70656;30720;54272;28672;161792;64512;144384;60416;55296;22528;142336;70656;47104;167936;142336;49152;30720;60416;160256;95744;23040;179712;44544;58880;69120;42496;45568;170496;45568;119296;95744;29184;69120;45568;142336;55296;46080;47104;30720;38912;32768;47104;53248;30720;116736;86016;37888;36864;142336;63488;47616;28160;42496;59904;98816;16896;42496;30208;13824;15872;12800;90624;48640;66048;160256;44544;
